"visit_date","air_store_id","visitors","air_area_name.x","latitude.x","longitude.x","day_of_week.x","holiday_flg.x","air_genre_name.y","air_area_name.y","day_of_week.y"
2016-01-06,"air_de88770300008624",6,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Wednesday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Wednesday"
2016-01-06,"air_ef789667e2e6fe96",9,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Wednesday",0,"Dining bar","Tokyo-to Machida-shi Morino","Wednesday"
2016-01-07,"air_54d6c25d33f5260e",28,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Thursday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Thursday"
2016-01-07,"air_7cc17a324ae5c7dc",7,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Thursday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Thursday"
2016-01-08,"air_32460819c7600037",35,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Friday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Friday"
2016-01-08,"air_5e70fe82f9e4fab6",15,"Osaka-fu Osaka-shi Kyutaromachi",34.6812614,135.5098009,"Friday",0,"Yakiniku/Korean food","Osaka-fu Osaka-shi Kyutaromachi","Friday"
2016-01-08,"air_7cc17a324ae5c7dc",8,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Friday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Friday"
2016-01-08,"air_968d72c12eed09f0",27,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Friday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Friday"
2016-01-08,"air_c73d319ffabf287a",24,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Friday",0,"Yakiniku/Korean food","Hyogo-ken Kobe-shi Kumoidori","Friday"
2016-01-08,"air_cb7467aed805e7fe",31,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Friday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Daimyo","Friday"
2016-01-08,"air_e270aff84ac7e4c8",16,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Friday",0,"Okonomiyaki/Monja/Teppanyaki","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Friday"
2016-01-08,"air_ef789667e2e6fe96",38,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Friday",0,"Dining bar","Tokyo-to Machida-shi Morino","Friday"
2016-01-08,"air_f96765e800907c77",39,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Friday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Friday"
2016-01-09,"air_37189c92b6c761ec",45,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Saturday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Saturday"
2016-01-09,"air_3e6cea17a9d2c0f1",30,"Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775,"Saturday",0,"Izakaya","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike","Saturday"
2016-01-09,"air_54d6c25d33f5260e",35,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Saturday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Saturday"
2016-01-09,"air_54ed43163b7596c4",5,"Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614,"Saturday",0,"Izakaya","Tokyo-to Chuo-ku Tsukiji","Saturday"
2016-01-09,"air_638c35eb25e53eea",29,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-01-09,"air_63b13c56b7201bd9",38,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Saturday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-01-09,"air_6b15edd1b4fbb96a",47,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Saturday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Saturday"
2016-01-09,"air_9241121af22ff1d6",56,"Tokyo-to Katsushika-ku Tateishi",35.7435748,139.8471797,"Saturday",0,"Izakaya","Tokyo-to Katsushika-ku Tateishi","Saturday"
2016-01-09,"air_968d72c12eed09f0",31,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Saturday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Saturday"
2016-01-09,"air_b9e27558fb8bd5c4",5,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Saturday",0,"Izakaya","Tokyo-to Shibuya-ku Shibuya","Saturday"
2016-01-09,"air_de88770300008624",70,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Saturday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Saturday"
2016-01-09,"air_f96765e800907c77",30,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Saturday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Saturday"
2016-01-09,"air_fe22ef5a9cbef123",39,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-01-10,"air_1f1390a8be2272b3",16,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Sunday",0,"Japanese food","Tokyo-to Shinjuku-ku Kabukicho","Sunday"
2016-01-10,"air_37189c92b6c761ec",2,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Sunday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Sunday"
2016-01-10,"air_3e6cea17a9d2c0f1",30,"Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775,"Sunday",0,"Izakaya","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike","Sunday"
2016-01-10,"air_54d6c25d33f5260e",18,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Sunday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Sunday"
2016-01-10,"air_683371d9baabf410",42,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Sunday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Sunday"
2016-01-10,"air_6c91a28278a16f64",27,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-01-10,"air_789466e488705c93",34,"Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735,"Sunday",0,"Izakaya","Fukuoka-ken Kurume-shi Jonanmachi","Sunday"
2016-01-10,"air_7cc17a324ae5c7dc",26,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Sunday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Sunday"
2016-01-10,"air_9241121af22ff1d6",45,"Tokyo-to Katsushika-ku Tateishi",35.7435748,139.8471797,"Sunday",0,"Izakaya","Tokyo-to Katsushika-ku Tateishi","Sunday"
2016-01-10,"air_97159fc4e90053fe",25,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Sunday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Sunday"
2016-01-10,"air_c225148c0fcc5c72",39,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Sunday",0,"Cafe/Sweets","Hyogo-ken Kobe-shi Kumoidori","Sunday"
2016-01-10,"air_fe22ef5a9cbef123",37,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Dining bar","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-01-11,"air_1f1390a8be2272b3",13,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Monday",1,"Japanese food","Tokyo-to Shinjuku-ku Kabukicho","Monday"
2016-01-11,"air_63b13c56b7201bd9",39,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Monday",1,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Monday"
2016-01-11,"air_6b15edd1b4fbb96a",25,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Monday",1,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Monday"
2016-01-11,"air_7cc17a324ae5c7dc",32,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Monday",1,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Monday"
2016-01-11,"air_db80363d35f10926",25,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Monday",1,"Dining bar","Hokkaido Asahikawa-shi 6 Jodori","Monday"
2016-01-11,"air_ef789667e2e6fe96",57,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Monday",1,"Dining bar","Tokyo-to Machida-shi Morino","Monday"
2016-01-12,"air_3e6cea17a9d2c0f1",10,"Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775,"Tuesday",0,"Izakaya","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike","Tuesday"
2016-01-12,"air_638c35eb25e53eea",15,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Tuesday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Tuesday"
2016-01-12,"air_6b15edd1b4fbb96a",27,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Tuesday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Tuesday"
2016-01-12,"air_7cc17a324ae5c7dc",7,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Tuesday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Tuesday"
2016-01-12,"air_8093d0b565e9dbdf",35,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Tuesday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Tuesday"
2016-01-12,"air_db80363d35f10926",16,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Tuesday",0,"Dining bar","Hokkaido Asahikawa-shi 6 Jodori","Tuesday"
2016-01-12,"air_f96765e800907c77",68,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Tuesday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Tuesday"
2016-01-13,"air_32460819c7600037",33,"Osaka-fu Osaka-shi Shinmachi",34.6762311,135.4860587,"Wednesday",0,"Dining bar","Osaka-fu Osaka-shi Shinmachi","Wednesday"
2016-01-13,"air_96743eee94114261",24,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Wednesday",0,"Japanese food","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Wednesday"
2016-01-13,"air_968d72c12eed09f0",23,"Tokyo-to Minato-ku Akasaka",35.6749184,139.736775,"Wednesday",0,"Italian/French","Tokyo-to Minato-ku Akasaka","Wednesday"
2016-01-13,"air_d00161e19f08290b",58,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Wednesday",0,"Dining bar","Tokyo-to Shinjuku-ku Kabukicho","Wednesday"
2016-01-14,"air_54d6c25d33f5260e",51,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Thursday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Thursday"
2016-01-14,"air_63b13c56b7201bd9",25,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Thursday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Thursday"
2016-01-14,"air_ba495cccc8f0f237",10,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Thursday",0,"Bar/Cocktail","Tokyo-to Chuo-ku Ginza","Thursday"
2016-01-14,"air_c6a164dd4060e960",3,"Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252,"Thursday",0,"Dining bar","Osaka-fu Osaka-shi Ogimachi","Thursday"
2016-01-15,"air_290e7a57b390f78e",17,"Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992,"Friday",0,"Italian/French","Tokyo-to Minato-ku Shibakoen","Friday"
2016-01-15,"air_2aab19554f91ff82",32,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Friday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Friday"
2016-01-15,"air_37189c92b6c761ec",5,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Friday",0,"Bar/Cocktail","Hokkaido Asahikawa-shi 6 Jodori","Friday"
2016-01-15,"air_3e6cea17a9d2c0f1",21,"Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike",34.7569503,134.8411775,"Friday",0,"Izakaya","Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike","Friday"
2016-01-15,"air_54ed43163b7596c4",22,"Tokyo-to Chuo-ku Tsukiji",35.6706505,139.7718614,"Friday",0,"Izakaya","Tokyo-to Chuo-ku Tsukiji","Friday"
2016-01-15,"air_622375b4815cf5cb",69,"Fukuoka-ken Kitakyushu-shi None",33.8664649,130.7649232,"Friday",0,"Izakaya","Fukuoka-ken Kitakyushu-shi None","Friday"
2016-01-15,"air_638c35eb25e53eea",20,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Friday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Friday"
2016-01-15,"air_63b13c56b7201bd9",29,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Friday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Friday"
2016-01-15,"air_6b15edd1b4fbb96a",49,"Shizuoka-ken Hamamatsu-shi Motoshirocho",34.7108955,137.7259397,"Friday",0,"Italian/French","Shizuoka-ken Hamamatsu-shi Motoshirocho","Friday"
2016-01-15,"air_8093d0b565e9dbdf",53,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Friday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Friday"
2016-01-15,"air_97159fc4e90053fe",28,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Friday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Friday"
2016-01-15,"air_b9e27558fb8bd5c4",19,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Friday",0,"Izakaya","Tokyo-to Shibuya-ku Shibuya","Friday"
2016-01-15,"air_c6a164dd4060e960",38,"Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252,"Friday",0,"Dining bar","Osaka-fu Osaka-shi Ogimachi","Friday"
2016-01-15,"air_c73d319ffabf287a",17,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Friday",0,"Yakiniku/Korean food","Hyogo-ken Kobe-shi Kumoidori","Friday"
2016-01-15,"air_db80363d35f10926",27,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Friday",0,"Dining bar","Hokkaido Asahikawa-shi 6 Jodori","Friday"
2016-01-15,"air_ef789667e2e6fe96",47,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Friday",0,"Dining bar","Tokyo-to Machida-shi Morino","Friday"
2016-01-15,"air_f96765e800907c77",78,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Friday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Friday"
2016-01-16,"air_4570f52104fe0982",33,"Tokyo-to Koto-ku Kameido",35.6995366,139.8265727,"Saturday",0,"Izakaya","Tokyo-to Koto-ku Kameido","Saturday"
2016-01-16,"air_622375b4815cf5cb",45,"Fukuoka-ken Kitakyushu-shi None",33.8664649,130.7649232,"Saturday",0,"Izakaya","Fukuoka-ken Kitakyushu-shi None","Saturday"
2016-01-16,"air_638c35eb25e53eea",35,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-01-16,"air_63b13c56b7201bd9",38,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Saturday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-01-16,"air_683371d9baabf410",55,"Hyogo-ken Himeji-shi Yasuda",34.815149,134.6853528,"Saturday",0,"Japanese food","Hyogo-ken Himeji-shi Yasuda","Saturday"
2016-01-16,"air_6e3fd96320d24324",27,"Hiroshima-ken Fukuyama-shi Higashisakuramachi",34.4858993,133.3623127,"Saturday",0,"Izakaya","Hiroshima-ken Fukuyama-shi Higashisakuramachi","Saturday"
2016-01-16,"air_707d4b6328f2c2df",29,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Saturday",0,"Dining bar","Tokyo-to Shibuya-ku Shibuya","Saturday"
2016-01-16,"air_789466e488705c93",50,"Fukuoka-ken Kurume-shi Jonanmachi",33.3192865,130.5083735,"Saturday",0,"Izakaya","Fukuoka-ken Kurume-shi Jonanmachi","Saturday"
2016-01-16,"air_7cc17a324ae5c7dc",31,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Saturday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Saturday"
2016-01-16,"air_97159fc4e90053fe",28,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Saturday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Saturday"
2016-01-16,"air_cb7467aed805e7fe",51,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Saturday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Daimyo","Saturday"
2016-01-16,"air_db80363d35f10926",47,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Saturday",0,"Dining bar","Hokkaido Asahikawa-shi 6 Jodori","Saturday"
2016-01-16,"air_de88770300008624",42,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Saturday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Saturday"
2016-01-16,"air_e270aff84ac7e4c8",30,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Saturday",0,"Okonomiyaki/Monja/Teppanyaki","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Saturday"
2016-01-16,"air_ef789667e2e6fe96",39,"Tokyo-to Machida-shi Morino",35.546631,139.4386186,"Saturday",0,"Dining bar","Tokyo-to Machida-shi Morino","Saturday"
2016-01-16,"air_f96765e800907c77",19,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Saturday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Saturday"
2016-01-17,"air_1f1390a8be2272b3",5,"Tokyo-to Shinjuku-ku Kabukicho",35.6938401,139.7035494,"Sunday",0,"Japanese food","Tokyo-to Shinjuku-ku Kabukicho","Sunday"
2016-01-17,"air_54d6c25d33f5260e",23,"Fukuoka-ken Fukuoka-shi Shiobaru",33.5615691,130.4264283,"Sunday",0,"Izakaya","Fukuoka-ken Fukuoka-shi Shiobaru","Sunday"
2016-01-17,"air_63b13c56b7201bd9",33,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Sunday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-01-17,"air_6c91a28278a16f64",23,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Sunday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Sunday"
2016-01-17,"air_7cc17a324ae5c7dc",17,"Hyogo-ken Kobe-shi Kumoidori",34.6951242,135.1978525,"Sunday",0,"Italian/French","Hyogo-ken Kobe-shi Kumoidori","Sunday"
2016-01-17,"air_ba495cccc8f0f237",16,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Sunday",0,"Bar/Cocktail","Tokyo-to Chuo-ku Ginza","Sunday"
2016-01-17,"air_de88770300008624",22,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Sunday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Sunday"
2016-01-18,"air_290e7a57b390f78e",6,"Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992,"Monday",0,"Italian/French","Tokyo-to Minato-ku Shibakoen","Monday"
2016-01-18,"air_2aab19554f91ff82",3,"Tokyo-to Chuo-ku Ginza",35.6721142,139.7708253,"Monday",0,"Yakiniku/Korean food","Tokyo-to Chuo-ku Ginza","Monday"
2016-01-18,"air_638c35eb25e53eea",8,"Fukuoka-ken Fukuoka-shi Daimyo",33.5892157,130.3928134,"Monday",0,"Italian/French","Fukuoka-ken Fukuoka-shi Daimyo","Monday"
2016-01-18,"air_63b13c56b7201bd9",19,"Fukuoka-ken Fukuoka-shi Daimyo",33.5869938,130.3948938,"Monday",0,"Cafe/Sweets","Fukuoka-ken Fukuoka-shi Daimyo","Monday"
2016-01-18,"air_a38f25e3399d1b25",17,"Tokyo-to Chiyoda-ku Kudanminami",35.6940027,139.7535951,"Monday",0,"Izakaya","Tokyo-to Chiyoda-ku Kudanminami","Monday"
2016-01-18,"air_c6a164dd4060e960",6,"Osaka-fu Osaka-shi Ogimachi",34.7053617,135.5100252,"Monday",0,"Dining bar","Osaka-fu Osaka-shi Ogimachi","Monday"
2016-01-18,"air_db80363d35f10926",2,"Hokkaido Asahikawa-shi 6 Jodori",43.7706355,142.364819,"Monday",0,"Dining bar","Hokkaido Asahikawa-shi 6 Jodori","Monday"
2016-01-19,"air_2cee51fa6fdf6c0d",7,"Tokyo-to Shibuya-ku Shibuya",35.6617773,139.7040506,"Tuesday",0,"Western food","Tokyo-to Shibuya-ku Shibuya","Tuesday"
2016-01-19,"air_4cca5666eaf5c709",29,"Tokyo-to Koto-ku Kameido",35.6995366,139.8265727,"Tuesday",0,"Izakaya","Tokyo-to Koto-ku Kameido","Tuesday"
2016-01-19,"air_97159fc4e90053fe",16,"Hiroshima-ken Hiroshima-shi Kokutaijimachi",34.3862445,132.4550176,"Tuesday",0,"Izakaya","Hiroshima-ken Hiroshima-shi Kokutaijimachi","Tuesday"
2016-01-19,"air_de88770300008624",7,"Niigata-ken Niigata-shi Gakkochodori 1 Bancho",37.9163674,139.0363265,"Tuesday",0,"Izakaya","Niigata-ken Niigata-shi Gakkochodori 1 Bancho","Tuesday"
2016-01-20,"air_290e7a57b390f78e",2,"Tokyo-to Minato-ku Shibakoen",35.6580681,139.7515992,"Wednesday",0,"Italian/French","Tokyo-to Minato-ku Shibakoen","Wednesday"
